No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
30,Carl Thomas,SG,6-4,175,"October 3, 1969",us US,2,Eastern Michigan,CLE,1998
23,Derek Anderson,SG,6-5,194,"July 18, 1974",us US,1,"Ohio State, Kentucky",CLE,1999
44,Corie Blount,PF,6-9,240,"January 4, 1969",us US,5,Cincinnati,CLE,1999
5,Earl Boykins,PG,5-5,135,"June 2, 1976",us US,R,Eastern Michigan,CLE,1999
6,Mitchell Butler,SG,6-5,210,"December 15, 1970",us US,5,UCLA,CLE,1999
55,Andrew DeClercq,C,6-10,230,"February 1, 1973",us US,3,Florida,CLE,1999
35,Danny Ferry,PF,6-10,230,"October 17, 1966",us US,8,Duke,CLE,1999
9,Litterial Green,PG,6-1,185,"March 7, 1970",us US,4,Georgia,CLE,1999
45,Cedric Henderson,SF,6-7,215,"March 11, 1975",us US,1,Memphis,CLE,1999
11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",lt LT,1,,CLE,1999
4,Shawn Kemp,PF,6-10,230,"November 26, 1969",us US,9,"Trinity Valley CC, Kentucky",CLE,1999
12,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,1,Stanford,CLE,1999
21,Antonio Lang,PF,6-8,205,"May 15, 1972",us US,4,Duke,CLE,1999
20,Johnny Newman,SF,6-7,190,"November 28, 1963",us US,12,Richmond,CLE,1999
1,Wesley Person,SG,6-6,195,"March 28, 1971",us US,4,Auburn,CLE,1999
52,Vitaly Potapenko,C,6-10,280,"March 21, 1975",ua UA,2,Wright State University,CLE,1999
10,Ryan Stack,PF,6-11,215,"July 24, 1975",us US,R,South Carolina,CLE,1999
3,Bob Sura,PG,6-5,200,"March 25, 1973",us US,3,Florida State,CLE,1999
0,Benoit Benjamin,C,7-0,250,"November 22, 1964",us US,14,Creighton,CLE,2000
5,Earl Boykins,PG,5-5,135,"June 2, 1976",us US,1,Eastern Michigan,CLE,2000
47,A.J. Bramlett,C,6-10,227,"January 10, 1977",us US,R,Arizona,CLE,2000
2,Mark Bryant,PF,6-9,245,"April 25, 1965",us US,11,Seton Hall,CLE,2000
32,Pete Chilcutt,PF,6-10,230,"September 14, 1968",us US,8,UNC,CLE,2000
18,Kornél Dávid,SF,6-9,235,"October 22, 1971",hu HU,1,,CLE,2000
55,Andrew DeClercq,C,6-10,230,"February 1, 1973",us US,4,Florida,CLE,2000
35,Danny Ferry,PF,6-10,230,"October 17, 1966",us US,9,Duke,CLE,2000
45,Cedric Henderson,SF,6-7,215,"March 11, 1975",us US,2,Memphis,CLE,2000
14,Mark Hendrickson,PF,6-9,220,"June 23, 1974",us US,3,Washington State,CLE,2000
4,Shawn Kemp,C,6-10,230,"November 26, 1969",us US,10,"Trinity Valley CC, Kentucky",CLE,2000
0,Lari Ketner,PF,6-9,277,"February 1, 1977",us US,R,UMass,CLE,2000
12,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,2,Stanford,CLE,2000
21,Trajan Langdon,SG,6-3,197,"May 13, 1976",us US,R,Duke,CLE,2000
13,Donny Marshall,SF,6-7,230,"July 17, 1972",us US,2,UConn,CLE,2000
24,Andre Miller,PG,6-3,200,"March 19, 1976",us US,R,Utah,CLE,2000
30,Lamond Murray,SF,6-7,236,"April 20, 1973",us US,5,California,CLE,2000
1,Wesley Person,SG,6-6,195,"March 28, 1971",us US,5,Auburn,CLE,2000
10,Ryan Stack,PF,6-11,215,"July 24, 1975",us US,1,South Carolina,CLE,2000
3,Bob Sura,SG,6-5,200,"March 25, 1973",us US,4,Florida State,CLE,2000
32,Darrell Allums,PF,6-9,220,"September 12, 1958",us US,R,UCLA,DAL,1981
6,Winford Boynes,SG,6-6,185,"May 17, 1957",us US,2,San Francisco,DAL,1981
45,Marty Byrnes,SF,6-7,215,"April 30, 1956",us US,2,Syracuse,DAL,1981
34,Austin Carr,SG,6-4,200,"March 10, 1948",us US,9,Notre Dame,DAL,1981
15,Brad Davis,PG,6-3,180,"December 17, 1955",us US,3,Maryland,DAL,1981
43,Monti Davis,PF,6-7,205,"July 26, 1958",us US,R,Tennessee State,DAL,1981
52,Ralph Drollinger,C,7-2,250,"April 20, 1954",us US,R,UCLA,DAL,1981
42,Terry Duerod,SF,6-2,180,"July 29, 1956",us US,1,Detroit Mercy,DAL,1981
10,Joe Hassett,SG,6-5,180,"September 11, 1955",us US,3,Providence,DAL,1981
20,Geoff Huston,PG,6-2,175,"November 8, 1957",us US,1,Texas Tech,DAL,1981
11,Abdul Jeelani,SF,6-8,210,"February 10, 1954",us US,1,University of Wisconsin-Parkside,DAL,1981
53,Clarence Kea,PF,6-6,218,"February 2, 1959",us US,R,Lamar,DAL,1981
21,Chad Kinch,SG,6-4,190,"May 22, 1958",us US,R,UNC Charlotte,DAL,1981
25,Tom LaGarde,PF,6-10,220,"February 10, 1955",us US,3,UNC,DAL,1981
44,Scott Lloyd,C,6-10,230,"December 19, 1952",us US,3,Arizona State,DAL,1981
17,Ollie Mack,SG,6-3,185,"June 6, 1957",us US,1,East Carolina University,DAL,1981
43,Stan Pietkiewicz,SG,6-5,200,"July 14, 1956",us US,2,Auburn,DAL,1981
54,Bill Robinzine,PF,6-7,230,"January 20, 1953",us US,5,DePaul,DAL,1981
"33, 34",Jim Spanarkel,SF,6-5,190,"June 28, 1957",us US,1,Duke,DAL,1981
31,Richard Washington,PF,6-11,220,"July 15, 1955",us US,4,UCLA,DAL,1981
54,Jerome Whitehead,C,6-10,220,"September 30, 1956",us US,2,Marquette,DAL,1981
24,Mark Aguirre,SF,6-6,232,"December 10, 1959",us US,R,DePaul,DAL,1982
22,Rolando Blackman,SG,6-6,190,"February 26, 1959",pa PA,R,Kansas State,DAL,1982
23,Allan Bristow,SF,6-7,210,"August 23, 1951",us US,8,Virginia Tech,DAL,1982
43,Wayne Cooper,C,6-10,220,"November 16, 1956",us US,3,New Orleans,DAL,1982
15,Brad Davis,PG,6-3,180,"December 17, 1955",us US,4,Maryland,DAL,1982
53,Clarence Kea,PF,6-6,218,"February 2, 1959",us US,1,Lamar,DAL,1982
25,Tom LaGarde,C,6-10,220,"February 10, 1955",us US,4,UNC,DAL,1982
44,Scott Lloyd,PF,6-10,230,"December 19, 1952",us US,4,Arizona State,DAL,1982
17,Ollie Mack,SG,6-3,185,"June 6, 1957",us US,2,East Carolina University,DAL,1982
40,Kurt Nimphius,C,6-10,218,"March 13, 1958",us US,R,Arizona State,DAL,1982
34,Jim Spanarkel,SG,6-5,190,"June 28, 1957",us US,2,Duke,DAL,1982
33,Elston Turner,SF,6-5,190,"June 10, 1959",us US,R,Ole Miss,DAL,1982
31,Jay Vincent,PF,6-7,220,"June 10, 1959",us US,R,Michigan State,DAL,1982
24,Mark Aguirre,SF,6-6,232,"December 10, 1959",us US,1,DePaul,DAL,1983
22,Rolando Blackman,SG,6-6,190,"February 26, 1959",pa PA,1,Kansas State,DAL,1983
23,Allan Bristow,SF,6-7,210,"August 23, 1951",us US,9,Virginia Tech,DAL,1983
42,Pat Cummings,C,6-9,230,"July 11, 1956",us US,3,Cincinnati,DAL,1983
15,Brad Davis,PG,6-3,180,"December 17, 1955",us US,5,Maryland,DAL,1983
20,Bill Garnett,C,6-9,225,"April 22, 1960",us US,R,Wyoming,DAL,1983
44,Scott Lloyd,C,6-10,230,"December 19, 1952",us US,5,Arizona State,DAL,1983
40,Kurt Nimphius,C,6-10,218,"March 13, 1958",us US,1,Arizona State,DAL,1983
14,Kelvin Ransey,PG,6-1,170,"May 3, 1958",us US,2,Ohio State,DAL,1983
34,Jim Spanarkel,SG,6-5,190,"June 28, 1957",us US,3,Duke,DAL,1983
25,Corny Thompson,PF,6-8,225,"February 5, 1960",us US,R,UConn,DAL,1983
33,Elston Turner,SF,6-5,190,"June 10, 1959",us US,1,Ole Miss,DAL,1983
31,Jay Vincent,PF,6-7,220,"June 10, 1959",us US,1,Michigan State,DAL,1983
24,Mark Aguirre,SF,6-6,232,"December 10, 1959",us US,2,DePaul,DAL,1984
22,Rolando Blackman,SG,6-6,190,"February 26, 1959",pa PA,2,Kansas State,DAL,1984
42,Pat Cummings,PF,6-9,230,"July 11, 1956",us US,4,Cincinnati,DAL,1984
15,Brad Davis,PG,6-3,180,"December 17, 1955",us US,6,Maryland,DAL,1984
14,Dale Ellis,SF,6-7,205,"August 6, 1960",us US,R,Tennessee,DAL,1984
20,Bill Garnett,PF,6-9,225,"April 22, 1960",us US,1,Wyoming,DAL,1984
12,Derek Harper,PG,6-4,185,"October 13, 1961",us US,R,Illinois,DAL,1984
40,Kurt Nimphius,C,6-10,218,"March 13, 1958",us US,2,Arizona State,DAL,1984
21,Roger Phegley,SG,6-6,205,"October 16, 1956",us US,5,Bradley,DAL,1984
34,Jim Spanarkel,SG,6-5,190,"June 28, 1957",us US,4,Duke,DAL,1984
33,Elston Turner,SF,6-5,190,"June 10, 1959",us US,2,Ole Miss,DAL,1984
31,Jay Vincent,SF,6-7,220,"June 10, 1959",us US,2,Michigan State,DAL,1984
45,Mark West,C,6-10,230,"November 5, 1960",us US,R,Old Dominion,DAL,1984
24,Mark Aguirre,SF,6-6,232,"December 10, 1959",us US,3,DePaul,DAL,1985
22,Rolando Blackman,SG,6-6,190,"February 26, 1959",pa PA,3,Kansas State,DAL,1985
55,Wallace Bryant,C,7-0,245,"July 14, 1959",es ES,1,San Francisco,DAL,1985
32,Howard Carter,SG,6-5,215,"October 26, 1961",us US,1,LSU,DAL,1985
15,Brad Davis,PG,6-3,180,"December 17, 1955",us US,7,Maryland,DAL,1985
14,Dale Ellis,SF,6-7,205,"August 6, 1960",us US,1,Tennessee,DAL,1985
12,Derek Harper,PG,6-4,185,"October 13, 1961",us US,1,Illinois,DAL,1985
40,Kurt Nimphius,C,6-10,218,"March 13, 1958",us US,3,Arizona State,DAL,1985
41,Sam Perkins,PF,6-9,235,"June 14, 1961",us US,R,UNC,DAL,1985
52,Charlie Sitton,SF,6-8,210,"July 3, 1962",us US,R,Oregon State,DAL,1985
7,Tom Sluby,SG,6-4,200,"February 18, 1962",us US,R,Notre Dame,DAL,1985
31,Jay Vincent,PF,6-7,220,"June 10, 1959",us US,3,Michigan State,DAL,1985
24,Mark Aguirre,SF,6-6,232,"December 10, 1959",us US,4,DePaul,DAL,1986
33,Uwe Blab,C,7-1,252,"March 26, 1962",de DE,R,Indiana,DAL,1986
22,Rolando Blackman,SG,6-6,190,"February 26, 1959",pa PA,4,Kansas State,DAL,1986
55,Wallace Bryant,C,7-0,245,"July 14, 1959",es ES,2,San Francisco,DAL,1986
15,Brad Davis,PG,6-3,180,"December 17, 1955",us US,8,Maryland,DAL,1986
40,James Donaldson,C,7-2,275,"August 16, 1957",gb GB,5,Washington State,DAL,1986
14,Dale Ellis,SF,6-7,205,"August 6, 1960",us US,2,Tennessee,DAL,1986
12,Derek Harper,PG,6-4,185,"October 13, 1961",us US,2,Illinois,DAL,1986
43,Harold Keeling,SG,6-4,185,"September 18, 1963",us US,R,Santa Clara,DAL,1986
40,Kurt Nimphius,PF,6-10,218,"March 13, 1958",us US,4,Arizona State,DAL,1986
41,Sam Perkins,PF,6-9,235,"June 14, 1961",us US,1,UNC,DAL,1986
32,Detlef Schrempf,SF,6-10,235,"January 21, 1963",de DE,R,Washington,DAL,1986
31,Jay Vincent,PF,6-7,220,"June 10, 1959",us US,4,Michigan State,DAL,1986
23,Bill Wennington,C,7-0,245,"April 26, 1963",ca CA,R,St. John's,DAL,1986
24,Mark Aguirre,SF,6-6,232,"December 10, 1959",us US,5,DePaul,DAL,1987
33,Uwe Blab,C,7-1,252,"March 26, 1962",de DE,1,Indiana,DAL,1987
22,Rolando Blackman,SG,6-6,190,"February 26, 1959",pa PA,5,Kansas State,DAL,1987
15,Brad Davis,PG,6-3,180,"December 17, 1955",us US,9,Maryland,DAL,1987
40,James Donaldson,C,7-2,275,"August 16, 1957",gb GB,6,Washington State,DAL,1987
12,Derek Harper,PG,6-4,185,"October 13, 1961",us US,3,Illinois,DAL,1987
6,Myron Jackson,PG,6-3,185,"May 6, 1964",us US,R,Little Rock,DAL,1987
21,Dennis Nutt,PG,6-2,170,"March 25, 1963",us US,R,TCU,DAL,1987
44,Sam Perkins,PF,6-9,235,"June 14, 1961",us US,2,UNC,DAL,1987
32,Detlef Schrempf,SF,6-10,235,"January 21, 1963",de DE,1,Washington,DAL,1987
42,Roy Tarpley,PF,6-11,230,"November 28, 1964",us US,R,Michigan,DAL,1987
23,Bill Wennington,C,7-0,245,"April 26, 1963",ca CA,1,St. John's,DAL,1987
4,Al Wood,SG,6-6,193,"June 2, 1958",us US,5,UNC,DAL,1987
24,Mark Aguirre,SF,6-6,232,"December 10, 1959",us US,6,DePaul,DAL,1988
2,Steve Alford,PG,6-2,183,"November 23, 1964",us US,R,Indiana,DAL,1988
33,Uwe Blab,C,7-1,252,"March 26, 1962",de DE,2,Indiana,DAL,1988
22,Rolando Blackman,SG,6-6,190,"February 26, 1959",pa PA,6,Kansas State,DAL,1988
15,Brad Davis,PG,6-3,180,"December 17, 1955",us US,10,Maryland,DAL,1988
40,James Donaldson,C,7-2,275,"August 16, 1957",gb GB,7,Washington State,DAL,1988
21,Jim Farmer,SG,6-4,190,"September 23, 1964",us US,R,Alabama,DAL,1988
12,Derek Harper,PG,6-4,185,"October 13, 1961",us US,4,Illinois,DAL,1988
44,Sam Perkins,PF,6-9,235,"June 14, 1961",us US,3,UNC,DAL,1988
32,Detlef Schrempf,SF,6-10,235,"January 21, 1963",de DE,2,Washington,DAL,1988
42,Roy Tarpley,PF,6-11,230,"November 28, 1964",us US,1,Michigan,DAL,1988
23,Bill Wennington,C,7-0,245,"April 26, 1963",ca CA,2,St. John's,DAL,1988
24,Mark Aguirre,SF,6-6,232,"December 10, 1959",us US,7,DePaul,DAL,1989
4,Steve Alford,PG,6-2,183,"November 23, 1964",us US,1,Indiana,DAL,1989
33,Uwe Blab,C,7-1,252,"March 26, 1962",de DE,3,Indiana,DAL,1989
22,Rolando Blackman,SG,6-6,190,"February 26, 1959",pa PA,7,Kansas State,DAL,1989
4,Adrian Dantley,SF,6-5,208,"February 28, 1955",us US,12,Notre Dame,DAL,1989
15,Brad Davis,PG,6-3,180,"December 17, 1955",us US,11,Maryland,DAL,1989
40,James Donaldson,C,7-2,275,"August 16, 1957",gb GB,8,Washington State,DAL,1989
12,Derek Harper,PG,6-4,185,"October 13, 1961",us US,5,Illinois,DAL,1989
21,Anthony Jones,SG,6-6,195,"September 13, 1962",us US,1,"Georgetown, UNLV",DAL,1989
44,Sam Perkins,PF,6-9,235,"June 14, 1961",us US,4,UNC,DAL,1989
32,Detlef Schrempf,PF,6-10,235,"January 21, 1963",de DE,3,Washington,DAL,1989
42,Roy Tarpley,PF,6-11,230,"November 28, 1964",us US,2,Michigan,DAL,1989
41,Terry Tyler,SF,6-7,215,"October 30, 1956",us US,10,Detroit Mercy,DAL,1989
23,Bill Wennington,C,7-0,245,"April 26, 1963",ca CA,3,St. John's,DAL,1989
20,Morlon Wiley,PG,6-4,185,"September 24, 1966",us US,R,Cal State Long Beach,DAL,1989
32,Herb Williams,C,6-10,242,"February 16, 1958",us US,7,Ohio State,DAL,1989
2,Steve Alford,PG,6-2,183,"November 23, 1964",us US,2,Indiana,DAL,1990
22,Rolando Blackman,SG,6-6,190,"February 26, 1959",pa PA,8,Kansas State,DAL,1990
4,Adrian Dantley,SF,6-5,208,"February 28, 1955",us US,13,Notre Dame,DAL,1990
15,Brad Davis,PG,6-3,180,"December 17, 1955",us US,12,Maryland,DAL,1990
40,James Donaldson,C,7-2,275,"August 16, 1957",gb GB,9,Washington State,DAL,1990
12,Derek Harper,PG,6-4,185,"October 13, 1961",us US,6,Illinois,DAL,1990
21,Anthony Jones,SG,6-6,195,"September 13, 1962",us US,2,"Georgetown, UNLV",DAL,1990
7,Bob McCann,SF,6-6,244,"April 22, 1964",us US,R,"Upsala College, Morehead State University",DAL,1990
44,Sam Perkins,SF,6-9,235,"June 14, 1961",us US,5,UNC,DAL,1990
42,Roy Tarpley,PF,6-11,230,"November 28, 1964",us US,3,Michigan,DAL,1990
5,Kelvin Upshaw,SG,6-2,180,"January 24, 1963",us US,1,Utah,DAL,1990
10,Mark Wade,PG,5-11,160,"October 15, 1965",us US,1,"Oklahoma, UNLV",DAL,1990
23,Bill Wennington,C,7-0,245,"April 26, 1963",ca CA,4,St. John's,DAL,1990
33,Randy White,PF,6-8,240,"November 4, 1967",us US,R,Louisiana Tech,DAL,1990
32,Herb Williams,C,6-10,242,"February 16, 1958",us US,8,Ohio State,DAL,1990
4,Steve Alford,PG,6-2,183,"November 23, 1964",us US,3,Indiana,DAL,1991
22,Rolando Blackman,SG,6-6,190,"February 26, 1959",pa PA,9,Kansas State,DAL,1991
15,Brad Davis,PG,6-3,180,"December 17, 1955",us US,13,Maryland,DAL,1991
40,James Donaldson,C,7-2,275,"August 16, 1957",gb GB,10,Washington State,DAL,1991
2,Alex English,SF,6-8,190,"January 5, 1954",us US,14,South Carolina,DAL,1991
50,Jim Grandholm,PF,7-0,235,"October 4, 1960",us US,R,"Florida, South Florida",DAL,1991
12,Derek Harper,PG,6-4,185,"October 13, 1961",us US,7,Illinois,DAL,1991
21,Fat Lever,SG,6-3,170,"August 18, 1960",us US,8,Arizona State,DAL,1991
1,Rodney McCray,PF,6-7,220,"August 29, 1961",us US,7,Louisville,DAL,1991
55,John Shasky,C,6-11,235,"July 31, 1964",us US,2,Minnesota,DAL,1991
42,Roy Tarpley,C,6-11,230,"November 28, 1964",us US,4,Michigan,DAL,1991
5,Kelvin Upshaw,SG,6-2,180,"January 24, 1963",us US,2,Utah,DAL,1991
33,Randy White,PF,6-8,240,"November 4, 1967",us US,1,Louisiana Tech,DAL,1991
32,Herb Williams,C,6-10,242,"February 16, 1958",us US,9,Ohio State,DAL,1991
34,Howard Wright,PF,6-8,220,"December 20, 1967",us US,R,Stanford,DAL,1991
22,Rolando Blackman,SG,6-6,190,"February 26, 1959",pa PA,10,Kansas State,DAL,1992
15,Brad Davis,PG,6-3,180,"December 17, 1955",us US,14,Maryland,DAL,1992
43,Terry Davis,PF,6-9,225,"June 17, 1967",us US,2,Virginia Union University,DAL,1992
40,James Donaldson,C,7-2,275,"August 16, 1957",gb GB,11,Washington State,DAL,1992
5,Tom Garrick,SG,6-2,185,"July 7, 1966",us US,3,Rhode Island,DAL,1992
12,Derek Harper,PG,6-4,185,"October 13, 1961",us US,8,Illinois,DAL,1992
35,Donald Hodge,PF,7-0,230,"February 25, 1969",us US,R,Temple,DAL,1992
41,Brian Howard,SF,6-6,204,"October 19, 1967",us US,R,NC State,DAL,1992
55,Mike Iuzzolino,PG,5-10,175,"January 22, 1968",us US,R,"Penn State, Saint Francis University",DAL,1992
21,Fat Lever,SG,6-3,170,"August 18, 1960",us US,9,Arizona State,DAL,1992
1,Rodney McCray,SF,6-7,220,"August 29, 1961",us US,8,Louisville,DAL,1992
20,Tracy Moore,SF,6-4,200,"December 28, 1965",us US,R,Tulsa,DAL,1992
23,Brian Quinnett,SG,6-8,235,"May 30, 1966",us US,2,Washington State,DAL,1992
34,Doug Smith,PF,6-10,220,"September 17, 1969",us US,R,Missouri,DAL,1992
31,João Vianna,SF,6-9,215,"November 15, 1966",br BR,R,,DAL,1992
33,Randy White,PF,6-8,240,"November 4, 1967",us US,2,Louisiana Tech,DAL,1992
32,Herb Williams,C,6-10,242,"February 16, 1958",us US,10,Ohio State,DAL,1992
23,Steve Bardo,SG,6-5,190,"April 5, 1968",us US,1,Illinois,DAL,1993
40,Walter Bond,SG,6-5,200,"February 1, 1969",us US,R,Minnesota,DAL,1993
30,Dexter Cambridge,SF,6-7,224,"January 29, 1970",bs BS,R,Texas,DAL,1993
44,Radisav Ćurčić,C,6-10,275,"September 26, 1965",rs RS,R,,DAL,1993
43,Terry Davis,PF,6-9,225,"June 17, 1967",us US,3,Virginia Union University,DAL,1993
12,Derek Harper,SG,6-4,185,"October 13, 1961",us US,9,Illinois,DAL,1993
35,Donald Hodge,C,7-0,230,"February 25, 1969",us US,1,Temple,DAL,1993
41,Brian Howard,SF,6-6,204,"October 19, 1967",us US,1,NC State,DAL,1993
13,Mike Iuzzolino,PG,5-10,175,"January 22, 1968",us US,1,"Penn State, Saint Francis University",DAL,1993
24,Jim Jackson,SF,6-6,220,"October 14, 1970",us US,R,Ohio State,DAL,1993
23,Tim Legler,SG,6-4,200,"December 26, 1966",us US,2,La Salle,DAL,1993
20,Tracy Moore,SG,6-4,200,"December 28, 1965",us US,1,Tulsa,DAL,1993
31,Walter Palmer,C,7-1,215,"October 23, 1968",us US,1,Dartmouth College,DAL,1993
45,Sean Rooks,C,6-10,250,"September 9, 1969",us US,R,Arizona,DAL,1993
34,Doug Smith,PF,6-10,220,"September 17, 1969",us US,1,Missouri,DAL,1993
10,Lamont Strothers,SG,6-4,190,"May 10, 1968",us US,1,Christopher Newport University,DAL,1993
52,Randy White,PF,6-8,240,"November 4, 1967",us US,3,Louisiana Tech,DAL,1993
20,Morlon Wiley,PG,6-4,185,"September 24, 1966",us US,4,Cal State Long Beach,DAL,1993
6,Chucky Brown,SF,6-7,214,"February 29, 1968",us US,4,NC State,DAL,1994
19,Tony Campbell,SF,6-7,215,"May 7, 1962",us US,9,Ohio State,DAL,1994
43,Terry Davis,PF,6-9,225,"June 17, 1967",us US,4,Virginia Union University,DAL,1994
40,Greg Dreiling,C,7-1,250,"November 7, 1962",us US,7,"Wichita State, Kansas",DAL,1994
12,Derek Harper,PG,6-4,185,"October 13, 1961",us US,10,Illinois,DAL,1994
30,Lucious Harris,SG,6-5,190,"December 18, 1970",us US,R,Cal State Long Beach,DAL,1994
35,Donald Hodge,C,7-0,230,"February 25, 1969",us US,2,Temple,DAL,1994
24,Jim Jackson,SG,6-6,220,"October 14, 1970",us US,1,Ohio State,DAL,1994
54,Popeye Jones,PF,6-8,250,"June 17, 1970",us US,R,Murray State,DAL,1994
23,Tim Legler,SG,6-4,200,"December 26, 1966",us US,3,La Salle,DAL,1994
21,Fat Lever,PG,6-3,170,"August 18, 1960",us US,10,Arizona State,DAL,1994
32,Jamal Mashburn,SF,6-8,240,"November 29, 1972",us US,R,Kentucky,DAL,1994
50,Darren Morningstar,C,6-10,235,"April 22, 1969",us US,R,"United States Naval Academy, Pitt",DAL,1994
45,Sean Rooks,C,6-10,250,"September 9, 1969",us US,1,Arizona,DAL,1994
34,Doug Smith,PF,6-10,220,"September 17, 1969",us US,2,Missouri,DAL,1994
52,Randy White,PF,6-8,240,"November 4, 1967",us US,4,Louisiana Tech,DAL,1994
20,Morlon Wiley,PG,6-4,185,"September 24, 1966",us US,5,Cal State Long Beach,DAL,1994
44,Lorenzo Williams,PF,6-9,200,"July 15, 1969",us US,1,Stetson University,DAL,1994
1,Scott Brooks,PG,5-11,165,"July 31, 1965",us US,6,"TCU, University of California, Irvine",DAL,1995
43,Terry Davis,PF,6-9,225,"June 17, 1967",us US,5,Virginia Union University,DAL,1995
7,Tony Dumas,SG,6-6,190,"August 25, 1972",us US,R,Missouri-Kansas City,DAL,1995
30,Lucious Harris,SG,6-5,190,"December 18, 1970",us US,1,Cal State Long Beach,DAL,1995
35,Donald Hodge,C,7-0,230,"February 25, 1969",us US,3,Temple,DAL,1995
24,Jim Jackson,SG,6-6,220,"October 14, 1970",us US,2,Ohio State,DAL,1995
54,Popeye Jones,PF,6-8,250,"June 17, 1970",us US,1,Murray State,DAL,1995
5,Jason Kidd,PG,6-4,205,"March 23, 1973",us US,R,California,DAL,1995
32,Jamal Mashburn,SF,6-8,240,"November 29, 1972",us US,1,Kentucky,DAL,1995
21,George McCloud,SF,6-6,205,"May 27, 1967",us US,4,Florida State,DAL,1995
34,Doug Smith,PF,6-10,220,"September 17, 1969",us US,3,Missouri,DAL,1995
42,Roy Tarpley,C,6-11,230,"November 28, 1964",us US,5,Michigan,DAL,1995
20,Morlon Wiley,PG,6-4,185,"September 24, 1966",us US,6,Cal State Long Beach,DAL,1995
44,Lorenzo Williams,C,6-9,200,"July 15, 1969",us US,2,Stetson University,DAL,1995
1,Scott Brooks,PG,5-11,165,"July 31, 1965",us US,7,"TCU, University of California, Irvine",DAL,1996
43,Terry Davis,PF,6-9,225,"June 17, 1967",us US,6,Virginia Union University,DAL,1996
7,Tony Dumas,SG,6-6,190,"August 25, 1972",us US,1,Missouri-Kansas City,DAL,1996
30,Lucious Harris,SG,6-5,190,"December 18, 1970",us US,2,Cal State Long Beach,DAL,1996
35,Donald Hodge,C,7-0,230,"February 25, 1969",us US,4,Temple,DAL,1996
24,Jim Jackson,SG,6-6,220,"October 14, 1970",us US,3,Ohio State,DAL,1996
54,Popeye Jones,PF,6-8,250,"June 17, 1970",us US,2,Murray State,DAL,1996
5,Jason Kidd,PG,6-4,205,"March 23, 1973",us US,1,California,DAL,1996
32,Jamal Mashburn,SF,6-8,240,"November 29, 1972",us US,2,Kentucky,DAL,1996
21,George McCloud,SF,6-6,205,"May 27, 1967",us US,5,Florida State,DAL,1996
40,Loren Meyer,C,6-10,257,"December 30, 1972",us US,R,Iowa State,DAL,1996
4,Cherokee Parks,C,6-11,235,"October 11, 1972",us US,R,Duke,DAL,1996
50,Reggie Slater,PF,6-7,215,"August 27, 1970",us US,1,Wyoming,DAL,1996
44,Lorenzo Williams,C,6-9,200,"July 15, 1969",us US,3,Stetson University,DAL,1996
10,David Wood,PF,6-9,227,"November 30, 1964",us US,5,Nevada,DAL,1996
44,Shawn Bradley,C,7-6,235,"March 22, 1972",de DE,3,BYU,DAL,1997
10,Sam Cassell,PG,6-3,185,"November 18, 1969",us US,3,Florida State,DAL,1997
5,Sasha Danilović,SG,6-5,200,"February 26, 1970",ba BA,1,,DAL,1997
50,Greg Dreiling,C,7-1,250,"November 7, 1962",us US,9,"Wichita State, Kansas",DAL,1997
7,Tony Dumas,SG,6-6,190,"August 25, 1972",us US,2,Missouri-Kansas City,DAL,1997
4,Michael Finley,SF,6-7,215,"March 6, 1973",us US,1,Wisconsin,DAL,1997
25,Chris Gatling,PF,6-10,220,"September 3, 1967",us US,5,Old Dominion,DAL,1997
45,A.C. Green,PF,6-9,220,"October 4, 1963",us US,11,Oregon State,DAL,1997
12,Derek Harper,PG,6-4,185,"October 13, 1961",us US,13,Illinois,DAL,1997
24,Jim Jackson,SG,6-6,220,"October 14, 1970",us US,4,Ohio State,DAL,1997
5,Jason Kidd,PG,6-4,205,"March 23, 1973",us US,2,California,DAL,1997
33,Stacey King,C,6-11,230,"January 29, 1967",us US,7,Oklahoma,DAL,1997
32,Jamal Mashburn,SF,6-8,240,"November 29, 1972",us US,3,Kentucky,DAL,1997
21,George McCloud,SF,6-6,205,"May 27, 1967",us US,6,Florida State,DAL,1997
40,Loren Meyer,PF,6-10,257,"December 30, 1972",us US,1,Iowa State,DAL,1997
2,Oliver Miller,C,6-9,280,"April 6, 1970",us US,4,Arkansas,DAL,1997
0,Eric Montross,C,7-0,270,"September 23, 1971",us US,2,UNC,DAL,1997
"13, 31",Martin Müürsepp,PF,6-9,235,"September 26, 1974",ee EE,R,,DAL,1997
31,Ed O'Bannon,SF,6-8,222,"August 14, 1972",us US,1,UCLA,DAL,1997
14,Robert Pack,PG,6-2,180,"February 3, 1969",us US,5,USC,DAL,1997
6,Khalid Reeves,PG,6-3,199,"July 15, 1972",us US,2,Arizona,DAL,1997
44,Fred Roberts,PF,6-10,218,"August 14, 1960",us US,12,BYU,DAL,1997
33,Jason Sasser,SF,6-7,225,"January 13, 1974",us US,R,Texas Tech,DAL,1997
1,Stevin Smith,SG,6-2,208,"January 24, 1972",us US,R,Arizona State,DAL,1997
