No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
2,Josh Childress,SF,6-8,210,"June 20, 1983",us US,6,Stanford,BKN,2013
30,Reggie Evans,PF,6-8,245,"May 18, 1980",us US,10,Iowa,BKN,2013
43,Kris Humphries,PF,6-9,235,"February 6, 1985",us US,8,Minnesota,BKN,2013
14,Damion James,SF,6-7,225,"October 7, 1987",us US,2,Texas,BKN,2013
7,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,11,Arkansas,BKN,2013
24,Kris Joseph,SF,6-7,210,"December 17, 1988",ca CA,R,Syracuse,BKN,2013
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,4,Stanford,BKN,2013
20,Tornike Shengelia,SF,6-9,217,"October 5, 1991",ge GE,R,,BKN,2013
42,Jerry Stackhouse,SF,6-6,218,"November 5, 1974",us US,17,UNC,BKN,2013
41,Tyshawn Taylor,PG,6-3,185,"April 12, 1990",us US,R,Kansas,BKN,2013
33,Mirza Teletović,PF,6-9,242,"September 18, 1985",ba BA,R,,BKN,2013
45,Gerald Wallace,SF,6-7,215,"July 23, 1982",us US,11,Alabama,BKN,2013
1,C.J. Watson,PG,6-2,175,"April 17, 1984",us US,5,Tennessee,BKN,2013
8,Deron Williams,PG,6-3,200,"June 26, 1984",us US,7,Illinois,BKN,2013
6,Alan Anderson,SF,6-6,220,"October 16, 1982",us US,4,Michigan State,BKN,2014
0,Andray Blatche,PF,6-11,235,"August 22, 1986",us US,8,,BKN,2014
98,Jason Collins,C,7-0,255,"December 2, 1978",us US,12,Stanford,BKN,2014
30,Reggie Evans,PF,6-8,245,"May 18, 1980",us US,11,Iowa,BKN,2014
2,Kevin Garnett,C,6-11,240,"May 19, 1976",us US,18,,BKN,2014
13,Jorge Gutiérrez,PG,6-3,191,"December 27, 1988",mx MX,R,California,BKN,2014
7,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,12,Arkansas,BKN,2014
47,Andrei Kirilenko,PF,6-9,220,"February 18, 1981",ru RU,11,,BKN,2014
14,Shaun Livingston,PG,6-7,192,"September 11, 1985",us US,8,,BKN,2014
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,5,Stanford,BKN,2014
34,Paul Pierce,SF,6-7,235,"October 13, 1977",us US,15,Kansas,BKN,2014
1,Mason Plumlee,C,6-10,254,"March 5, 1990",us US,R,Duke,BKN,2014
20,Tornike Shengelia,SF,6-9,217,"October 5, 1991",ge GE,1,,BKN,2014
10,Tyshawn Taylor,PG,6-3,185,"April 12, 1990",us US,1,Kansas,BKN,2014
12,Marquis Teague,SG,6-2,189,"February 28, 1993",us US,1,Kentucky,BKN,2014
33,Mirza Teletović,SF,6-9,242,"September 18, 1985",ba BA,1,,BKN,2014
31,Jason Terry,PG,6-2,185,"September 15, 1977",us US,14,Arizona,BKN,2014
10,Marcus Thornton,SG,6-4,205,"June 5, 1987",us US,4,LSU,BKN,2014
8,Deron Williams,PG,6-3,200,"June 26, 1984",us US,8,Illinois,BKN,2014
6,Alan Anderson,SG,6-6,220,"October 16, 1982",us US,5,Michigan State,BKN,2015
44,Bojan Bogdanović,SF,6-7,226,"April 18, 1989",ba BA,R,,BKN,2015
22,Markel Brown,SG,6-3,190,"January 29, 1992",us US,R,Oklahoma State,BKN,2015
55,Earl Clark,PF,6-10,225,"January 17, 1988",us US,5,Louisville,BKN,2015
20,Brandon Davies,PF,6-10,240,"July 25, 1991",us US,1,BYU,BKN,2015
2,Kevin Garnett,PF,6-11,240,"May 19, 1976",us US,19,,BKN,2015
13,Jorge Gutiérrez,PG,6-3,191,"December 27, 1988",mx MX,1,California,BKN,2015
0,Jarrett Jack,PG,6-3,200,"October 28, 1983",us US,9,Georgia Tech,BKN,2015
21,Cory Jefferson,PF,6-9,218,"December 26, 1990",us US,R,Baylor,BKN,2015
7,Joe Johnson,SG,6-7,240,"June 29, 1981",us US,13,Arkansas,BKN,2015
9,Jerome Jordan,C,7-0,253,"September 29, 1986",jm JM,1,Tulsa,BKN,2015
10,Sergey Karasev,SG,6-7,208,"October 26, 1993",ru RU,1,,BKN,2015
47,Andrei Kirilenko,SF,6-9,220,"February 18, 1981",ru RU,12,,BKN,2015
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,6,Stanford,BKN,2015
14,Darius Morris,PG,6-4,190,"January 3, 1991",us US,3,Michigan,BKN,2015
1,Mason Plumlee,C,6-10,254,"March 5, 1990",us US,1,Duke,BKN,2015
33,Mirza Teletović,PF,6-9,242,"September 18, 1985",ba BA,2,,BKN,2015
8,Deron Williams,PG,6-3,200,"June 26, 1984",us US,9,Illinois,BKN,2015
30,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,7,Georgia Tech,BKN,2015
9,Andrea Bargnani,C,7-0,245,"October 26, 1985",it IT,9,,BKN,2016
44,Bojan Bogdanović,SF,6-7,226,"April 18, 1989",ba BA,1,,BKN,2016
22,Markel Brown,SG,6-3,190,"January 29, 1992",us US,1,Oklahoma State,BKN,2016
21,Wayne Ellington,SG,6-4,207,"November 29, 1987",us US,6,UNC,BKN,2016
24,Rondae Hollis-Jefferson,SF,6-6,217,"January 3, 1995",us US,R,Arizona,BKN,2016
2,Jarrett Jack,PG,6-3,200,"October 28, 1983",us US,10,Georgia Tech,BKN,2016
7,Joe Johnson,SF,6-7,240,"June 29, 1981",us US,14,Arkansas,BKN,2016
10,Sergey Karasev,SF,6-7,208,"October 26, 1993",ru RU,2,,BKN,2016
6,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",us US,1,Cincinnati,BKN,2016
0,Shane Larkin,PG,5-11,175,"October 2, 1992",us US,2,Miami (FL),BKN,2016
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,7,Stanford,BKN,2016
1,Chris McCullough,PF,6-11,200,"February 5, 1995",us US,R,Syracuse,BKN,2016
33,Willie Reed,C,6-10,220,"May 16, 1990",us US,R,Saint Louis,BKN,2016
41,Thomas Robinson,PF,6-10,237,"March 17, 1991",us US,3,Kansas,BKN,2016
14,Henry Sims,C,6-10,248,"March 27, 1990",us US,3,Georgetown,BKN,2016
15,Donald Sloan,PG,6-3,205,"January 15, 1988",us US,4,Texas A&M,BKN,2016
30,Thaddeus Young,PF,6-8,235,"June 21, 1988",us US,8,Georgia Tech,BKN,2016
13,Quincy Acy,PF,6-7,240,"October 6, 1990",us US,4,Baylor,BKN,2017
13,Anthony Bennett,PF,6-8,245,"March 14, 1993",ca CA,3,UNLV,BKN,2017
44,Bojan Bogdanović,SF,6-7,226,"April 18, 1989",ba BA,2,,BKN,2017
35,Trevor Booker,PF,6-8,228,"November 25, 1987",us US,6,Clemson,BKN,2017
8,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",us US,2,Colorado,BKN,2017
10,Yogi Ferrell,PG,6-0,178,"May 9, 1993",us US,R,Indiana,BKN,2017
2,Randy Foye,SG,6-4,213,"September 24, 1983",us US,10,Villanova,BKN,2017
10,Archie Goodwin,SG,6-5,200,"August 17, 1994",us US,3,Kentucky,BKN,2017
41,Justin Hamilton,C,7-0,260,"April 1, 1990",us US,2,"Iowa State, LSU",BKN,2017
12,Joe Harris,SG,6-6,220,"September 6, 1991",us US,2,Virginia,BKN,2017
24,Rondae Hollis-Jefferson,SF,6-6,217,"January 3, 1995",us US,1,Arizona,BKN,2017
6,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",us US,2,Cincinnati,BKN,2017
22,Caris LeVert,SF,6-6,205,"August 25, 1994",us US,R,Michigan,BKN,2017
7,Jeremy Lin,PG,6-3,200,"August 23, 1988",us US,6,Harvard University,BKN,2017
11,Brook Lopez,C,7-1,282,"April 1, 1988",us US,8,Stanford,BKN,2017
1,Chris McCullough,PF,6-11,200,"February 5, 1995",us US,1,Syracuse,BKN,2017
14,K.J. McDaniels,SF,6-6,205,"February 9, 1993",us US,2,Clemson,BKN,2017
44,Andrew Nicholson,PF,6-9,250,"December 8, 1989",ca CA,4,St. Bonaventure,BKN,2017
4,Luis Scola,PF,6-9,240,"April 30, 1980",ar AR,9,,BKN,2017
21,Greivis Vásquez,PG,6-6,217,"January 16, 1987",ve VE,6,Maryland,BKN,2017
15,Isaiah Whitehead,PG,6-4,213,"March 8, 1995",us US,R,Seton Hall,BKN,2017
13,Quincy Acy,PF,6-7,240,"October 6, 1990",us US,5,Baylor,BKN,2018
31,Jarrett Allen,C,6-11,243,"April 21, 1998",us US,R,Texas,BKN,2018
35,Trevor Booker,PF,6-8,228,"November 25, 1987",us US,7,Clemson,BKN,2018
9,DeMarre Carroll,PF,6-6,215,"July 27, 1986",us US,8,"Vanderbilt, Missouri",BKN,2018
33,Allen Crabbe,SG,6-5,212,"April 9, 1992",us US,4,California,BKN,2018
44,Dante Cunningham,SF,6-8,230,"April 22, 1987",us US,8,Villanova,BKN,2018
8,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",us US,3,Colorado,BKN,2018
14,Milton Doyle,SG,6-4,185,"October 31, 1993",us US,R,Loyola Chicago,BKN,2018
12,Joe Harris,SG,6-6,220,"September 6, 1991",us US,3,Virginia,BKN,2018
24,Rondae Hollis-Jefferson,SF,6-6,217,"January 3, 1995",us US,2,Arizona,BKN,2018
6,Sean Kilpatrick,SG,6-4,210,"January 6, 1990",us US,3,Cincinnati,BKN,2018
22,Caris LeVert,SF,6-6,205,"August 25, 1994",us US,1,Michigan,BKN,2018
7,Jeremy Lin,PG,6-3,200,"August 23, 1988",us US,7,Harvard University,BKN,2018
20,Timofey Mozgov,C,7-1,275,"July 16, 1986",ru RU,7,,BKN,2018
4,Jahlil Okafor,C,6-10,270,"December 15, 1995",us US,2,Duke,BKN,2018
1,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,2,Ohio State,BKN,2018
2,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,3,Michigan,BKN,2018
17,Rashad Vaughn,SG,6-6,202,"August 16, 1996",us US,2,UNLV,BKN,2018
0,James Webb III,SF,6-9,202,"August 19, 1993",us US,R,Boise State,BKN,2018
15,Isaiah Whitehead,PG,6-4,213,"March 8, 1995",us US,1,Seton Hall,BKN,2018
21,Jacob Wiley,PF,6-7,215,"September 4, 1994",us US,R,Eastern Washington,BKN,2018
44,Tyler Zeller,C,7-0,253,"January 17, 1990",us US,5,UNC,BKN,2018
31,Jarrett Allen,C,6-11,243,"April 21, 1998",us US,1,Texas,BKN,2019
9,DeMarre Carroll,PF,6-6,215,"July 27, 1986",us US,9,"Vanderbilt, Missouri",BKN,2019
33,Allen Crabbe,SG,6-5,212,"April 9, 1992",us US,5,California,BKN,2019
55,Mitch Creek,SF,6-5,216,"April 27, 1992",au AU,R,,BKN,2019
17,Ed Davis,C,6-9,218,"June 5, 1989",us US,8,UNC,BKN,2019
8,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",us US,4,Colorado,BKN,2019
6,Jared Dudley,PF,6-6,237,"July 10, 1985",us US,11,Boston College,BKN,2019
35,Kenneth Faried,C,6-8,220,"November 19, 1989",us US,7,Morehead State University,BKN,2019
21,Treveon Graham,SG,6-5,219,"October 28, 1993",us US,2,VCU,BKN,2019
12,Joe Harris,SG,6-6,220,"September 6, 1991",us US,4,Virginia,BKN,2019
24,Rondae Hollis-Jefferson,SF,6-6,217,"January 3, 1995",us US,3,Arizona,BKN,2019
0,Rodions Kurucs,SF,6-9,228,"February 5, 1998",lv LV,R,,BKN,2019
22,Caris LeVert,SF,6-6,205,"August 25, 1994",us US,2,Michigan,BKN,2019
0,Tahjere McCall,SG,6-5,195,"August 17, 1994",us US,R,Tennessee State,BKN,2019
30,Džanan Musa,SG,6-9,217,"May 8, 1999",ba BA,R,,BKN,2019
13,Shabazz Napier,PG,6-0,175,"July 14, 1991",us US,4,UConn,BKN,2019
10,Theo Pinson,SG,6-5,212,"November 5, 1995",us US,R,UNC,BKN,2019
1,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,3,Ohio State,BKN,2019
15,Alan Williams,PF,6-8,265,"January 28, 1993",us US,3,UC Santa Barbara,BKN,2019
31,Jarrett Allen,C,6-11,243,"April 21, 1998",us US,2,Texas,BKN,2020
10,Justin Anderson,SG,6-6,230,"November 19, 1993",us US,4,Virginia,BKN,2020
21,Wilson Chandler,PF,6-8,235,"May 10, 1987",us US,11,DePaul,BKN,2020
4,Chris Chiozza,PG,5-11,175,"November 21, 1995",us US,1,Florida,BKN,2020
33,Nic Claxton,C,6-11,215,"April 17, 1999",us US,R,Georgia,BKN,2020
1,Jamal Crawford,SG,6-5,185,"March 20, 1980",us US,19,Michigan,BKN,2020
"8, 26",Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",us US,5,Colorado,BKN,2020
4,Henry Ellenson,C,6-10,240,"January 13, 1997",us US,3,Marquette,BKN,2020
45,Donta Hall,C,6-9,232,"August 7, 1997",us US,R,Alabama,BKN,2020
12,Joe Harris,SF,6-6,220,"September 6, 1991",us US,5,Virginia,BKN,2020
11,Kyrie Irving,PG,6-2,195,"March 23, 1992",au AU,8,Duke,BKN,2020
8,Tyler Johnson,SG,6-3,186,"May 7, 1992",us US,5,Fresno State,BKN,2020
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,11,Texas A&M,BKN,2020
0,Rodions Kurucs,PF,6-9,228,"February 5, 1998",lv LV,1,,BKN,2020
22,Caris LeVert,SG,6-6,205,"August 25, 1994",us US,3,Michigan,BKN,2020
9,Timothé Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",fr FR,3,,BKN,2020
0,Jeremiah Martin,PG,6-3,185,"June 19, 1996",us US,R,Memphis,BKN,2020
13,Džanan Musa,SF,6-9,217,"May 8, 1999",ba BA,1,,BKN,2020
0,David Nwaba,SF,6-5,219,"January 14, 1993",us US,3,Cal Poly,BKN,2020
1,Theo Pinson,SG,6-5,212,"November 5, 1995",us US,1,UNC,BKN,2020
2,Taurean Prince,PF,6-6,218,"March 22, 1994",us US,3,Baylor,BKN,2020
10,Iman Shumpert,SF,6-5,215,"June 26, 1990",us US,8,Georgia Tech,BKN,2020
17,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,9,LSU,BKN,2020
42,Lance Thomas,PF,6-8,240,"April 24, 1988",us US,8,Duke,BKN,2020
21,LaMarcus Aldridge,C,6-11,250,"July 19, 1985",us US,14,Texas,BKN,2021
31,Jarrett Allen,C,6-11,243,"April 21, 1998",us US,3,Texas,BKN,2021
1,Bruce Brown,PG,6-4,202,"August 15, 1996",us US,2,Miami (FL),BKN,2021
4,Chris Chiozza,PG,5-11,175,"November 21, 1995",us US,2,Florida,BKN,2021
33,Nic Claxton,C,6-11,215,"April 17, 1999",us US,1,Georgia,BKN,2021
2,Tyler Cook,PF,6-8,255,"September 23, 1997",us US,1,Iowa,BKN,2021
26,Spencer Dinwiddie,SG,6-5,215,"April 6, 1993",us US,6,Colorado,BKN,2021
7,Kevin Durant,PF,6-11,240,"September 29, 1988",us US,12,Texas,BKN,2021
8,Jeff Green,PF,6-8,235,"August 28, 1986",us US,12,Georgetown,BKN,2021
2,Blake Griffin,PF,6-9,250,"March 16, 1989",us US,10,Oklahoma,BKN,2021
13,James Harden,PG,6-5,220,"August 26, 1989",us US,11,Arizona State,BKN,2021
12,Joe Harris,SF,6-6,220,"September 6, 1991",us US,6,Virginia,BKN,2021
11,Kyrie Irving,PG,6-2,195,"March 23, 1992",au AU,9,Duke,BKN,2021
55,Mike James,PG,6-1,189,"August 18, 1990",us US,1,Lamar,BKN,2021
24,Alize Johnson,PF,6-7,212,"April 22, 1996",us US,2,Missouri State,BKN,2021
10,Tyler Johnson,SG,6-3,186,"May 7, 1992",us US,6,Fresno State,BKN,2021
6,DeAndre Jordan,C,6-11,265,"July 21, 1988",us US,12,Texas A&M,BKN,2021
0,Rodions Kurucs,PF,6-9,228,"February 5, 1998",lv LV,2,,BKN,2021
22,Caris LeVert,SG,6-6,205,"August 25, 1994",us US,4,Michigan,BKN,2021
9,Timothé Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",fr FR,4,,BKN,2021
14,Norvel Pelle,C,6-10,231,"February 3, 1993",ag AG,1,,BKN,2021
"0, 14",Reggie Perry,PF,6-8,250,"March 21, 2000",us US,R,Mississippi State,BKN,2021
2,Taurean Prince,PF,6-6,218,"March 22, 1994",us US,4,Baylor,BKN,2021
22,Andre Roberson,SG,6-7,210,"December 4, 1991",us US,6,Colorado,BKN,2021
"13, 20",Landry Shamet,SG,6-4,190,"March 13, 1997",us US,2,Wichita State,BKN,2021
21,Iman Shumpert,SG,6-5,215,"June 26, 1990",us US,9,Georgia Tech,BKN,2021
24,Noah Vonleh,C,6-10,257,"August 24, 1995",us US,6,Indiana,BKN,2021
21,LaMarcus Aldridge,C,6-11,250,"July 19, 1985",us US,15,Texas,BKN,2022
95,DeAndre' Bembry,SF,6-5,210,"July 4, 1994",us US,5,Saint Joseph's,BKN,2022
1,Bruce Brown,SF,6-4,202,"August 15, 1996",us US,3,Miami (FL),BKN,2022
0,Jevon Carter,PG,6-1,200,"September 14, 1995",us US,3,West Virginia,BKN,2022
33,Nic Claxton,C,6-11,215,"April 17, 1999",us US,2,Georgia,BKN,2022
30,Seth Curry,SG,6-1,185,"August 23, 1990",us US,7,"Liberty, Duke",BKN,2022
9,Goran Dragić,PG,6-4,190,"May 6, 1986",si SI,13,,BKN,2022
"0, 4",Andre Drummond,C,6-11,279,"August 10, 1993",us US,9,UConn,BKN,2022
6,David Duke Jr.,PG,6-5,205,"October 13, 1999",us US,R,Providence,BKN,2022
7,Kevin Durant,PF,6-11,240,"September 29, 1988",us US,13,Texas,BKN,2022
14,Kessler Edwards,SF,6-8,215,"August 9, 2000",us US,R,Pepperdine,BKN,2022
10,James Ennis III,SF,6-6,215,"July 1, 1990",us US,7,Cal State Long Beach,BKN,2022
34,Wenyen Gabriel,PF,6-9,205,"March 26, 1997",sd SD,2,Kentucky,BKN,2022
9,Langston Galloway,SG,6-1,200,"December 9, 1991",us US,7,Saint Joseph's,BKN,2022
2,Blake Griffin,C,6-9,250,"March 16, 1989",us US,11,Oklahoma,BKN,2022
13,James Harden,PG,6-5,220,"August 26, 1989",us US,12,Arizona State,BKN,2022
12,Joe Harris,SF,6-6,220,"September 6, 1991",us US,7,Virginia,BKN,2022
4,Shaquille Harrison,SG,6-4,190,"October 6, 1993",us US,4,Tulsa,BKN,2022
11,Kyrie Irving,PG,6-2,195,"March 23, 1992",au AU,10,Duke,BKN,2022
16,James Johnson,PF,6-7,240,"February 20, 1987",us US,12,Wake Forest,BKN,2022
8,Patty Mills,SG,6-2,180,"August 11, 1988",au AU,12,Saint Mary's,BKN,2022
31,Paul Millsap,C,6-7,257,"February 10, 1985",us US,15,Louisiana Tech,BKN,2022
20,Day'Ron Sharpe,PF,6-11,265,"November 6, 2001",us US,R,UNC,BKN,2022
24,Cam Thomas,SG,6-4,210,"October 13, 2001",jp JP,R,LSU,BKN,2022
1,Mikal Bridges,SG,6-6,209,"August 30, 1996",us US,4,Villanova,BKN,2023
0,Moses Brown,C,7-2,245,"October 13, 1999",us US,3,UCLA,BKN,2023
33,Nic Claxton,C,6-11,215,"April 17, 1999",us US,3,Georgia,BKN,2023
30,Seth Curry,SG,6-1,185,"August 23, 1990",us US,8,"Liberty, Duke",BKN,2023
26,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",us US,8,Colorado,BKN,2023
6,David Duke Jr.,SG,6-5,205,"October 13, 1999",us US,1,Providence,BKN,2023
7,Kevin Durant,PF,6-11,240,"September 29, 1988",us US,14,Texas,BKN,2023
14,Kessler Edwards,SF,6-8,215,"August 9, 2000",us US,1,Pepperdine,BKN,2023
28,Dorian Finney-Smith,PF,6-7,220,"May 4, 1993",us US,6,Florida,BKN,2023
0,RaiQuan Gray,PF,6-8,260,"July 7, 1999",us US,R,Florida State,BKN,2023
12,Joe Harris,SF,6-6,220,"September 6, 1991",us US,8,Virginia,BKN,2023
11,Kyrie Irving,PG,6-2,195,"March 23, 1992",au AU,11,Duke,BKN,2023
2,Cameron Johnson,PF,6-8,210,"March 3, 1996",us US,3,"Pitt, UNC",BKN,2023
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,13,Saint Mary's,BKN,2023
13,Markieff Morris,PF,6-9,245,"September 2, 1989",us US,11,Kansas,BKN,2023
0,Nerlens Noel,C,6-10,220,"April 10, 1994",us US,8,Kentucky,BKN,2023
0,Royce O'Neale,SF,6-4,226,"June 5, 1993",us US,5,"Denver, Baylor",BKN,2023
20,Day'Ron Sharpe,C,6-11,265,"November 6, 2001",us US,1,UNC,BKN,2023
10,Ben Simmons,PG,6-10,240,"July 20, 1996",au AU,4,LSU,BKN,2023
9,Dru Smith,SG,6-3,203,"December 30, 1997",us US,R,"University of Evansville, Missouri",BKN,2023
4,Edmond Sumner,SG,6-4,196,"December 31, 1995",us US,4,Xavier,BKN,2023
24,Cam Thomas,SG,6-4,210,"October 13, 2001",jp JP,1,LSU,BKN,2023
1,T.J. Warren,PF,6-8,220,"September 5, 1993",us US,7,NC State,BKN,2023
18,Yuta Watanabe,SF,6-9,215,"October 13, 1994",jp JP,4,George Washington,BKN,2023
31,Alondes Williams,SG,6-4,210,"June 19, 1999",us US,R,"Triton College, Oklahoma, Wake Forest",BKN,2023
13,Keita Bates-Diop,SF,6-8,229,"January 23, 1996",us US,5,Ohio State,BKN,2024
1,Mikal Bridges,SF,6-6,209,"August 30, 1996",us US,5,Villanova,BKN,2024
13,Armoni Brooks,PG,6-3,195,"June 5, 1998",us US,2,Houston,BKN,2024
33,Nic Claxton,C,6-11,215,"April 17, 1999",us US,4,Georgia,BKN,2024
21,Noah Clowney,PF,6-10,210,"July 14, 2004",us US,R,Alabama,BKN,2024
26,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",us US,9,Colorado,BKN,2024
28,Dorian Finney-Smith,PF,6-7,220,"May 4, 1993",us US,7,Florida,BKN,2024
14,Harry Giles,C,6-11,240,"April 22, 1998",us US,3,Duke,BKN,2024
14,Jacob Gilyard,PG,5-9,160,"July 14, 1998",us US,1,Richmond,BKN,2024
2,Cameron Johnson,PF,6-8,210,"March 3, 1996",us US,4,"Pitt, UNC",BKN,2024
45,Keon Johnson,SG,6-5,186,"March 10, 2002",us US,2,Tennessee,BKN,2024
0,Dariq Whitehead,SF,6-7,220,"August 1, 2004",us US,R,Duke,BKN,2024
0,Royce O'Neale,SF,6-4,226,"June 5, 1993",us US,6,"Denver, Baylor",BKN,2024
17,Dennis Schröder,PG,6-1,172,"September 15, 1993",de DE,10,,BKN,2024
20,Day'Ron Sharpe,C,6-11,265,"November 6, 2001",us US,2,UNC,BKN,2024
10,Ben Simmons,PG,6-10,240,"July 20, 1996",au AU,5,LSU,BKN,2024
4,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",us US,6,NC State,BKN,2024
24,Cam Thomas,SG,6-4,210,"October 13, 2001",jp JP,2,LSU,BKN,2024
8,Lonnie Walker IV,SG,6-4,204,"December 14, 1998",us US,5,Miami (FL),BKN,2024
9,Trendon Watford,PF,6-9,240,"November 9, 2000",us US,2,LSU,BKN,2024
22,Jalen Wilson,PF,6-8,225,"November 4, 2000",us US,R,Kansas,BKN,2024
12,Cory Alexander,SG,6-1,185,"June 22, 1973",us US,6,Virginia,CHO,2005
35,Malik Allen,PF,6-10,255,"June 27, 1978",us US,3,Villanova,CHO,2005
10,Keith Bogans,SG,6-5,215,"May 12, 1980",us US,1,Kentucky,CHO,2005
7,Primož Brezec,C,7-2,252,"October 2, 1979",si SI,3,,CHO,2005
13,Matt Carroll,SG,6-6,212,"August 28, 1980",us US,1,Notre Dame,CHO,2005
2,Melvin Ely,PF,6-10,260,"May 2, 1978",us US,2,Fresno State,CHO,2005
1,Jason Hart,PG,6-3,185,"April 29, 1978",us US,3,Syracuse,CHO,2005
5,Eddie House,SG,6-1,180,"May 14, 1978",us US,4,Arizona State,CHO,2005
24,Jason Kapono,SF,6-8,213,"February 4, 1981",us US,1,UCLA,CHO,2005
22,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,7,Stanford,CHO,2005
50,Emeka Okafor,PF,6-10,252,"September 28, 1982",us US,R,UConn,CHO,2005
21,Bernard Robinson,SG,6-6,210,"December 26, 1980",us US,R,Michigan,CHO,2005
4,Kareem Rush,SG,6-6,215,"October 30, 1980",us US,2,Missouri,CHO,2005
31,Jamal Sampson,PF,6-11,235,"May 15, 1983",us US,2,California,CHO,2005
32,Tamar Slay,SG,6-8,215,"April 2, 1980",us US,2,Marshall,CHO,2005
8,Steve Smith,SG,6-8,200,"March 31, 1969",us US,13,Michigan State,CHO,2005
0,Theron Smith,SF,6-8,225,"October 3, 1980",us US,1,Ball State University,CHO,2005
3,Gerald Wallace,SF,6-7,215,"July 23, 1982",us US,3,Alabama,CHO,2005
55,Jahidi White,C,6-9,290,"February 19, 1976",us US,6,Georgetown,CHO,2005
15,Alan Anderson,SF,6-6,220,"October 16, 1982",us US,R,Michigan State,CHO,2006
35,Lonny Baxter,PF,6-8,260,"January 27, 1979",us US,3,Maryland,CHO,2006
10,Keith Bogans,SG,6-5,215,"May 12, 1980",us US,2,Kentucky,CHO,2006
7,Primož Brezec,C,7-2,252,"October 2, 1979",si SI,4,,CHO,2006
12,Kevin Burleson,PG,6-3,205,"September 4, 1979",us US,R,Minnesota,CHO,2006
13,Matt Carroll,SG,6-6,212,"August 28, 1980",us US,2,Notre Dame,CHO,2006
2,Melvin Ely,PF,6-10,260,"May 2, 1978",us US,3,Fresno State,CHO,2006
20,Raymond Felton,PG,6-1,205,"June 26, 1984",us US,R,UNC,CHO,2006
33,Jumaine Jones,PF,6-8,218,"February 10, 1979",us US,6,Georgia,CHO,2006
22,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,8,Stanford,CHO,2006
42,Sean May,PF,6-9,266,"April 4, 1984",us US,R,UNC,CHO,2006
50,Emeka Okafor,PF,6-10,252,"September 28, 1982",us US,1,UConn,CHO,2006
21,Bernard Robinson,SF,6-6,210,"December 26, 1980",us US,1,Michigan,CHO,2006
4,Kareem Rush,SG,6-6,215,"October 30, 1980",us US,3,Missouri,CHO,2006
43,Jake Voskuhl,C,6-11,245,"November 1, 1977",us US,5,UConn,CHO,2006
3,Gerald Wallace,SF,6-7,215,"July 23, 1982",us US,4,Alabama,CHO,2006
15,Alan Anderson,SG,6-6,220,"October 16, 1982",us US,1,Michigan State,CHO,2007
23,Derek Anderson,SF,6-5,194,"July 18, 1974",us US,9,"Ohio State, Kentucky",CHO,2007
7,Primož Brezec,C,7-2,252,"October 2, 1979",si SI,5,,CHO,2007
13,Matt Carroll,SG,6-6,212,"August 28, 1980",us US,3,Notre Dame,CHO,2007
2,Melvin Ely,PF,6-10,260,"May 2, 1978",us US,4,Fresno State,CHO,2007
20,Raymond Felton,PG,6-1,205,"June 26, 1984",us US,1,UNC,CHO,2007
24,Othella Harrington,PF,6-9,235,"January 31, 1974",us US,10,Georgetown,CHO,2007
5,Walter Herrmann,PF,6-9,225,"June 26, 1979",ar AR,R,,CHO,2007
1,Ryan Hollins,C,7-0,240,"October 10, 1984",us US,R,UCLA,CHO,2007
22,Brevin Knight,PG,5-10,173,"November 8, 1975",us US,9,Stanford,CHO,2007
42,Sean May,PF,6-9,266,"April 4, 1984",us US,1,UNC,CHO,2007
0,Jeff McInnis,PG,6-4,190,"October 22, 1974",us US,9,UNC,CHO,2007
35,Adam Morrison,PF,6-8,205,"July 19, 1984",us US,R,Gonzaga,CHO,2007
50,Emeka Okafor,C,6-10,252,"September 28, 1982",us US,2,UConn,CHO,2007
21,Bernard Robinson,SG,6-6,210,"December 26, 1980",us US,2,Michigan,CHO,2007
43,Jake Voskuhl,C,6-11,245,"November 1, 1977",us US,6,UConn,CHO,2007
